OrderID,CustomerID,OrderDate,Amount,Status
O011107,C46103,2026-02-10,338.52,Completed
O011108,C40310,2026-02-08,380.4,Cancelled
O011109,C20710,2026-02-11,307.55,Completed
O011110,C39059,2026-02-09,494.03,Pending
O011111,C36173,2026-02-10,392.76,Completed
O011112,C15516,2026-02-10,293.58,Pending
O011113,C24064,2026-02-10,86.61,Completed
O011114,C36024,2026-02-12,189.01,Completed
O011115,C08113,2026-02-07,80.43,Pending
O011116,C09492,2026-02-06,111.47,Cancelled
O011117,C48090,2026-02-09,171.97,Completed
O011118,C29545,2026-02-05,248.04,Pending
O011119,C32057,2026-02-09,215.67,Pending
O011120,C49191,2026-02-12,318.24,Pending
O011121,C08162,2026-02-11,457.11,Completed
O011122,C21659,2026-02-06,297.34,Completed
O011123,C07764,2026-02-05,322.44,Cancelled
O011124,C39123,2026-02-12,375.82,Pending
O011125,C08411,2026-02-12,103.41,Completed
O011126,C06988,2026-02-10,466.26,Completed
O011127,C42761,2026-02-05,72.83,Pending
O011128,C43445,2026-02-11,104.36,Pending
O011129,C08640,2026-02-06,419.65,Cancelled
O011130,C06401,2026-02-11,498.09,Completed
O011131,C33144,2026-02-12,404.57,Pending
O011132,C07869,2026-02-10,284.55,Completed
O011133,C21221,2026-02-10,364.93,Pending
O011134,C37958,2026-02-06,313.21,Cancelled
O011135,C31788,2026-02-10,495.73,Pending
O011136,C49754,2026-02-08,364.96,Pending
O011137,C26836,2026-02-11,301.75,Pending
O011138,C29294,2026-02-06,331.98,Cancelled
O011139,C06514,2026-02-10,300.77,Cancelled
O011140,C49042,2026-02-07,68.11,Completed
O011141,C36129,2026-02-10,345.99,Cancelled
O011142,C30514,2026-02-12,116.4,Pending
O011143,C11399,2026-02-10,394.68,Completed
O011144,C41284,2026-02-12,392.26,Completed
O011145,C36709,2026-02-07,72.87,Cancelled
O011146,C45881,2026-02-07,238.11,Completed
O011147,C25033,2026-02-08,324.52,Completed
O011148,C47400,2026-02-11,396.56,Cancelled
O011149,C28759,2026-02-12,391.43,Pending
O011150,C23525,2026-02-11,142.65,Cancelled
O011151,C36920,2026-02-10,313.33,Pending
O011152,C26883,2026-02-10,163.6,Pending
O011153,C09539,2026-02-07,358.98,Pending
O011154,C49658,2026-02-07,461.88,Cancelled
O011155,C20178,2026-02-06,389.38,Cancelled
O011156,C03623,2026-02-10,435.62,Completed
O011157,C47049,2026-02-09,339.6,Completed
O011158,C17400,2026-02-09,138.52,Pending
O011159,C23508,2026-02-10,277.01,Cancelled
O011160,C20477,2026-02-05,366.71,Cancelled
O011161,C26002,2026-02-07,486.6,Completed
O011162,C26962,2026-02-10,488.14,Completed
O011163,C26599,2026-02-06,148.49,Pending
O011164,C08235,2026-02-11,68.04,Cancelled
O011165,C15897,2026-02-06,163.19,Pending
O011166,C29682,2026-02-07,324.4,Cancelled
O011167,C15151,2026-02-10,260.02,Cancelled
O011168,C41547,2026-02-08,64.03,Cancelled
O011169,C34839,2026-02-10,402.33,Cancelled
O011170,C40692,2026-02-08,387.78,Cancelled
O011171,C04233,2026-02-09,484.44,Cancelled
O011172,C45748,2026-02-08,391.52,Cancelled
O011173,C37682,2026-02-11,368.7,Completed
O011174,C35718,2026-02-08,373.35,Pending
O011175,C35103,2026-02-12,413.18,Cancelled
O011176,C13896,2026-02-09,377.54,Cancelled
O011177,C13383,2026-02-06,56.08,Pending
O011178,C47810,2026-02-11,80.42,Cancelled
O011179,C38289,2026-02-09,132.11,Pending
O011180,C00855,2026-02-09,234.23,Cancelled
O011181,C01363,2026-02-10,280.73,Completed
O011182,C05746,2026-02-11,299.04,Cancelled
O011183,C14303,2026-02-12,69.69,Cancelled
O011184,C03643,2026-02-06,203.82,Completed
O011185,C47309,2026-02-10,171.24,Cancelled
O011186,C18042,2026-02-06,277.18,Pending
O011187,C05421,2026-02-09,295.92,Pending
O011188,C43454,2026-02-11,485.72,Pending
O011189,C39063,2026-02-09,101.49,Cancelled
O011190,C14794,2026-02-07,123.43,Cancelled
O011191,C20872,2026-02-11,321.9,Pending
O011192,C04860,2026-02-10,132.85,Cancelled
O011193,C34173,2026-02-06,116.18,Pending
O011194,C44044,2026-02-07,215.03,Completed
O011195,C12864,2026-02-10,422.09,Completed
O011196,C47710,2026-02-06,129.86,Cancelled
O011197,C18335,2026-02-09,136.91,Completed
O011198,C17376,2026-02-09,337.35,Pending
O011199,C10053,2026-02-11,212.58,Cancelled
O011200,C27120,2026-02-06,67.55,Pending
O011201,C24387,2026-02-11,51.39,Completed
O011202,C15398,2026-02-11,78.29,Pending
O011203,C22001,2026-02-08,189.51,Cancelled
O011204,C38647,2026-02-08,400.57,Pending
O011205,C27310,2026-02-12,132.79,Cancelled
O011206,C21719,2026-02-09,447.28,Cancelled
O011207,C26223,2026-02-07,338.32,Pending
O011208,C18089,2026-02-11,78.18,Completed
O011209,C25677,2026-02-11,393.74,Completed
O011210,C25042,2026-02-06,202.77,Completed
O011211,C18022,2026-02-06,400.97,Completed
O011212,C08424,2026-02-10,198.06,Completed
O011213,C40488,2026-02-11,248.1,Pending
O011214,C11844,2026-02-10,109.04,Cancelled
O011215,C30448,2026-02-06,483.05,Pending
O011216,C02672,2026-02-07,482.93,Pending
O011217,C11241,2026-02-07,396.33,Completed
O011218,C24183,2026-02-08,223.06,Pending
O011219,C35249,2026-02-10,347.54,Pending
O011220,C26116,2026-02-09,179.15,Completed
O011221,C35454,2026-02-11,341.0,Completed
O011222,C11326,2026-02-10,327.26,Pending
O011223,C41178,2026-02-10,337.93,Completed
O011224,C48855,2026-02-10,72.32,Completed
O011225,C32249,2026-02-09,82.18,Completed
O011226,C18992,2026-02-06,379.41,Cancelled
O011227,C21799,2026-02-08,354.04,Pending
O011228,C22108,2026-02-11,444.69,Completed
O011229,C30406,2026-02-11,461.79,Pending
O011230,C39808,2026-02-12,248.22,Pending
O011231,C12769,2026-02-10,92.0,Cancelled
O011232,C13475,2026-02-10,393.6,Cancelled
O011233,C13596,2026-02-11,70.93,Pending
O011234,C04891,2026-02-08,282.41,Cancelled
O011235,C06214,2026-02-07,268.57,Completed
O011236,C07109,2026-02-11,459.28,Cancelled
O011237,C05395,2026-02-12,411.38,Completed
O011238,C04302,2026-02-07,307.61,Pending
O011239,C37649,2026-02-09,63.62,Cancelled
O011240,C39630,2026-02-07,420.85,Cancelled
O011241,C35625,2026-02-09,187.65,Completed
O011242,C35256,2026-02-07,247.92,Pending
O011243,C25630,2026-02-08,477.74,Cancelled
O011244,C16136,2026-02-07,330.9,Completed
O011245,C16216,2026-02-05,68.83,Cancelled
O011246,C48387,2026-02-10,453.05,Pending
O011247,C47037,2026-02-11,376.76,Pending
O011248,C43302,2026-02-11,224.71,Pending
O011249,C45675,2026-02-07,269.23,Cancelled
O011250,C16542,2026-02-11,289.49,Pending
O011251,C28185,2026-02-12,497.51,Cancelled
O011252,C49364,2026-02-09,171.05,Pending
O011253,C26547,2026-02-07,207.94,Pending
O011254,C41577,2026-02-08,145.16,Cancelled
O011255,C40584,2026-02-10,370.68,Completed
O011256,C08462,2026-02-05,102.32,Completed
O011257,C22697,2026-02-07,221.25,Completed
O011258,C01134,2026-02-11,155.39,Cancelled
O011259,C32128,2026-02-10,108.58,Pending
O011260,C23220,2026-02-10,136.16,Completed
O011261,C10210,2026-02-07,216.86,Completed
O011262,C07375,2026-02-10,141.45,Completed
O011263,C47577,2026-02-08,258.58,Completed
O011264,C09762,2026-02-11,317.98,Completed
O011265,C49368,2026-02-10,290.74,Completed
O011266,C20568,2026-02-08,229.97,Pending
O011267,C32402,2026-02-10,379.81,Pending
O011268,C41607,2026-02-06,470.79,Completed
O011269,C21529,2026-02-09,455.11,Completed
O011270,C33923,2026-02-05,241.93,Cancelled
O011271,C03829,2026-02-09,195.71,Cancelled
O011272,C32011,2026-02-06,228.4,Cancelled
O011273,C21929,2026-02-12,410.44,Completed
O011274,C35998,2026-02-08,494.2,Pending
O011275,C23631,2026-02-10,172.01,Pending
O011276,C10797,2026-02-07,425.19,Pending
O011277,C27564,2026-02-05,284.22,Cancelled
O011278,C40838,2026-02-08,464.2,Completed
O011279,C07299,2026-02-08,250.92,Pending
O011280,C41059,2026-02-10,146.31,Pending
O011281,C07504,2026-02-05,265.36,Cancelled
O011282,C29164,2026-02-06,383.85,Cancelled
O011283,C48672,2026-02-12,180.29,Cancelled
O011284,C27855,2026-02-06,354.15,Pending
O011285,C38261,2026-02-06,405.67,Pending
O011286,C43879,2026-02-09,259.46,Cancelled
O011287,C47171,2026-02-06,223.08,Completed
O011288,C00048,2026-02-09,392.02,Cancelled
O011289,C02848,2026-02-08,50.3,Pending
O011290,C21331,2026-02-12,65.78,Pending
O011291,C38898,2026-02-06,164.85,Cancelled
O011292,C47779,2026-02-09,172.2,Cancelled
O011293,C23074,2026-02-09,148.49,Cancelled
O011294,C08593,2026-02-05,51.54,Cancelled
O011295,C41560,2026-02-05,497.79,Pending
O011296,C20265,2026-02-07,52.63,Cancelled
O011297,C15054,2026-02-11,237.51,Completed
O011298,C38293,2026-02-11,180.61,Pending
O011299,C09924,2026-02-11,384.28,Completed
O011300,C35421,2026-02-07,118.37,Pending
O011301,C30511,2026-02-12,303.46,Completed
O011302,C19460,2026-02-07,444.08,Completed
O011303,C09730,2026-02-09,114.02,Pending
O011304,C34242,2026-02-12,211.02,Cancelled
O011305,C31400,2026-02-08,212.14,Pending
O011306,C22691,2026-02-07,275.11,Cancelled
O011307,C40925,2026-02-11,275.98,Completed
O011308,C29735,2026-02-09,385.47,Cancelled
O011309,C19132,2026-02-10,474.61,Pending
O011310,C17337,2026-02-10,238.38,Pending
O011311,C36977,2026-02-06,315.07,Pending
O011312,C13499,2026-02-07,355.82,Pending
O011313,C05002,2026-02-11,191.4,Cancelled
O011314,C18206,2026-02-08,344.2,Pending
O011315,C18618,2026-02-11,196.26,Cancelled
O011316,C30673,2026-02-05,167.57,Completed
O011317,C10860,2026-02-10,312.43,Completed
O011318,C48489,2026-02-11,426.79,Pending
O011319,C12512,2026-02-07,195.7,Completed
O011320,C04687,2026-02-09,157.03,Completed
O011321,C14233,2026-02-07,265.02,Completed
O011322,C30739,2026-02-11,340.74,Pending
O011323,C49764,2026-02-11,437.54,Pending
O011324,C29752,2026-02-11,278.15,Cancelled
O011325,C22152,2026-02-09,308.76,Pending
O011326,C48133,2026-02-06,281.96,Pending
O011327,C08185,2026-02-07,302.91,Completed
O011328,C45327,2026-02-08,318.33,Cancelled
O011329,C09394,2026-02-12,373.01,Completed
O011330,C01615,2026-02-10,357.33,Completed
O011331,C05496,2026-02-06,74.42,Pending
O011332,C20709,2026-02-12,401.24,Pending
O011333,C02894,2026-02-05,151.59,Cancelled
O011334,C41505,2026-02-09,453.5,Pending
O011335,C34138,2026-02-08,122.14,Completed
O011336,C25232,2026-02-11,331.09,Cancelled
O011337,C41626,2026-02-07,216.47,Completed
O011338,C23786,2026-02-10,211.91,Completed
O011339,C17953,2026-02-09,94.07,Cancelled
O011340,C31692,2026-02-11,363.91,Cancelled
O011341,C22591,2026-02-11,376.02,Pending
O011342,C22339,2026-02-08,475.21,Cancelled
O011343,C16215,2026-02-09,400.66,Completed
O011344,C02682,2026-02-07,391.28,Pending
O011345,C04024,2026-02-08,429.69,Completed
O011346,C38712,2026-02-06,159.81,Completed
O011347,C07514,2026-02-10,238.85,Pending
O011348,C09484,2026-02-12,84.77,Pending
O011349,C07630,2026-02-08,190.42,Completed
O011350,C14349,2026-02-08,131.45,Pending
O011351,C12694,2026-02-08,312.4,Cancelled
O011352,C43055,2026-02-07,243.01,Pending
O011353,C13579,2026-02-06,112.96,Cancelled
O011354,C45101,2026-02-05,295.25,Completed
O011355,C10332,2026-02-09,438.4,Completed
O011356,C48033,2026-02-11,270.99,Cancelled
O011357,C29497,2026-02-10,470.3,Pending
O011358,C19223,2026-02-06,329.56,Pending
O011359,C46647,2026-02-10,336.29,Completed
O011360,C26218,2026-02-08,77.76,Completed
O011361,C08467,2026-02-11,355.05,Cancelled
O011362,C49055,2026-02-06,405.26,Pending
O011363,C12497,2026-02-06,482.68,Completed
O011364,C30259,2026-02-05,290.45,Completed
O011365,C07897,2026-02-11,402.46,Pending
O011366,C36291,2026-02-06,405.81,Completed
O011367,C46985,2026-02-07,229.01,Completed
O011368,C03328,2026-02-07,340.31,Completed
O011369,C12135,2026-02-10,64.76,Completed
O011370,C21313,2026-02-05,70.2,Cancelled
O011371,C14520,2026-02-10,257.23,Cancelled
O011372,C02553,2026-02-08,381.77,Completed
O011373,C36840,2026-02-08,332.45,Completed
O011374,C33667,2026-02-11,338.97,Completed
O011375,C16468,2026-02-11,62.06,Completed
O011376,C43066,2026-02-07,410.65,Pending
O011377,C28679,2026-02-06,271.94,Pending
O011378,C12335,2026-02-10,254.02,Completed
O011379,C35289,2026-02-07,138.35,Pending
O011380,C28789,2026-02-11,483.54,Pending
O011381,C48328,2026-02-08,66.96,Pending
O011382,C08659,2026-02-05,170.34,Pending
O011383,C11075,2026-02-07,382.53,Cancelled
O011384,C30803,2026-02-07,476.29,Completed
O011385,C43100,2026-02-12,405.66,Completed
O011386,C34259,2026-02-12,103.32,Completed
O011387,C31101,2026-02-10,221.07,Completed
O011388,C39235,2026-02-07,57.54,Pending
O011389,C27062,2026-02-12,451.44,Cancelled
O011390,C08472,2026-02-08,305.12,Cancelled
O011391,C09666,2026-02-05,59.85,Cancelled
O011392,C32194,2026-02-05,487.84,Completed
O011393,C17826,2026-02-08,299.51,Completed
O011394,C32030,2026-02-11,266.74,Cancelled
O011395,C03626,2026-02-07,323.7,Completed
O011396,C32271,2026-02-09,85.06,Completed
O011397,C06978,2026-02-10,497.66,Pending
O011398,C24401,2026-02-05,467.94,Pending
O011399,C21468,2026-02-11,470.26,Cancelled
O011400,C26734,2026-02-12,220.3,Cancelled
O011401,C27184,2026-02-09,297.37,Cancelled
O011402,C03066,2026-02-06,390.51,Cancelled
O011403,C09321,2026-02-07,402.97,Pending
O011404,C01645,2026-02-09,104.55,Pending
O011405,C05866,2026-02-07,255.21,Completed
O011406,C22017,2026-02-09,81.69,Completed
O011407,C39171,2026-02-08,312.61,Pending
O011408,C40839,2026-02-06,338.0,Completed
O011409,C48819,2026-02-09,448.03,Pending
O011410,C23000,2026-02-10,258.05,Pending
O011411,C37825,2026-02-09,240.58,Pending
O011412,C05408,2026-02-05,411.75,Pending
O011413,C37846,2026-02-09,336.88,Pending
O011414,C04752,2026-02-05,446.47,Completed
O011415,C19603,2026-02-06,441.14,Completed
O011416,C31866,2026-02-06,416.75,Cancelled
O011417,C04932,2026-02-10,424.7,Completed
O011418,C20309,2026-02-12,218.84,Cancelled
O011419,C14238,2026-02-08,393.58,Completed
O011420,C44215,2026-02-08,396.45,Completed
O011421,C45946,2026-02-10,266.41,Completed
O011422,C34912,2026-02-10,263.68,Pending
O011423,C18511,2026-02-09,484.28,Completed
O011424,C47573,2026-02-05,163.68,Cancelled
O011425,C09160,2026-02-11,297.93,Cancelled
O011426,C38454,2026-02-08,131.24,Completed
O011427,C38105,2026-02-06,496.19,Cancelled
O011428,C47075,2026-02-11,461.57,Pending
O011429,C24061,2026-02-06,293.05,Pending
O011430,C24941,2026-02-08,248.17,Cancelled
O011431,C38574,2026-02-06,223.61,Pending
O011432,C37292,2026-02-08,69.25,Pending
O011433,C36171,2026-02-09,226.99,Completed
O011434,C14342,2026-02-08,288.32,Pending
O011435,C00810,2026-02-09,54.55,Pending
O011436,C44502,2026-02-06,278.52,Cancelled
O011437,C33188,2026-02-05,161.31,Pending
O011438,C47525,2026-02-07,171.97,Cancelled
O011439,C12163,2026-02-08,399.93,Completed
O011440,C21275,2026-02-08,447.78,Cancelled
O011441,C49554,2026-02-08,367.39,Pending
O011442,C48534,2026-02-12,488.75,Cancelled
O011443,C07308,2026-02-05,469.65,Pending
O011444,C40211,2026-02-10,61.9,Cancelled
O011445,C24559,2026-02-11,423.48,Completed
O011446,C20523,2026-02-10,349.71,Cancelled
O011447,C39095,2026-02-10,355.15,Completed
O011448,C15970,2026-02-07,452.39,Cancelled
O011449,C38401,2026-02-10,255.63,Pending
O011450,C13850,2026-02-10,375.02,Completed
O011451,C03697,2026-02-10,436.07,Completed
O011452,C43987,2026-02-10,119.21,Completed
O011453,C41910,2026-02-12,395.92,Pending
O011454,C28952,2026-02-06,342.21,Pending
O011455,C37678,2026-02-09,424.26,Cancelled
O011456,C15374,2026-02-08,488.69,Pending
O011457,C16439,2026-02-11,317.32,Pending
O011458,C14407,2026-02-06,153.34,Completed
O011459,C40960,2026-02-12,62.94,Completed
O011460,C18605,2026-02-08,184.13,Completed
O011461,C34427,2026-02-07,189.55,Pending
O011462,C19427,2026-02-11,368.57,Completed
O011463,C27018,2026-02-11,474.01,Completed
O011464,C17614,2026-02-11,145.41,Cancelled
O011465,C19537,2026-02-07,473.61,Cancelled
O011466,C28661,2026-02-06,474.27,Cancelled
O011467,C46645,2026-02-08,444.09,Cancelled
O011468,C05730,2026-02-12,176.5,Completed
O011469,C00116,2026-02-12,341.4,Cancelled
O011470,C07413,2026-02-09,182.49,Completed
O011471,C25153,2026-02-08,70.01,Pending
O011472,C01362,2026-02-08,330.63,Pending
O011473,C36764,2026-02-10,234.49,Completed
O011474,C29828,2026-02-09,467.9,Pending
O011475,C02193,2026-02-10,375.21,Cancelled
O011476,C00642,2026-02-12,405.98,Completed
O011477,C29311,2026-02-06,384.69,Pending
O011478,C39008,2026-02-08,239.75,Completed
O011479,C43900,2026-02-07,236.44,Cancelled
O011480,C45532,2026-02-07,391.45,Completed
O011481,C43001,2026-02-06,345.66,Cancelled
O011482,C00221,2026-02-09,488.85,Completed
O011483,C09264,2026-02-06,80.55,Completed
O011484,C13025,2026-02-10,131.43,Completed
O011485,C34341,2026-02-10,469.73,Pending
O011486,C18600,2026-02-07,459.71,Pending
O011487,C31167,2026-02-09,301.55,Cancelled
O011488,C14110,2026-02-12,369.9,Completed
O011489,C42331,2026-02-11,401.14,Pending
O011490,C05036,2026-02-06,123.31,Cancelled
O011491,C38906,2026-02-07,121.47,Completed
O011492,C03861,2026-02-10,135.76,Cancelled
O011493,C26852,2026-02-08,126.7,Cancelled
O011494,C12120,2026-02-09,128.03,Cancelled
O011495,C07268,2026-02-11,127.57,Pending
O011496,C25114,2026-02-10,132.41,Pending
O011497,C31925,2026-02-09,160.88,Completed
O011498,C19926,2026-02-07,399.05,Completed
O011499,C23672,2026-02-06,85.29,Completed
O011500,C07507,2026-02-06,407.87,Cancelled
O011501,C01762,2026-02-06,173.78,Cancelled
O011502,C19190,2026-02-12,88.7,Cancelled
O011503,C40914,2026-02-08,450.05,Pending
O011504,C17862,2026-02-09,137.42,Completed
O011505,C42547,2026-02-09,113.14,Cancelled
O011506,C35100,2026-02-11,350.49,Completed
O011507,C37975,2026-02-11,475.7,Completed
O011508,C19532,2026-02-09,291.9,Completed
O011509,C39476,2026-02-06,474.54,Cancelled
O011510,C00656,2026-02-11,447.16,Cancelled
O011511,C29568,2026-02-11,272.36,Cancelled
O011512,C05595,2026-02-08,418.67,Pending
O011513,C07402,2026-02-09,355.57,Cancelled
O011514,C10794,2026-02-09,103.16,Pending
O011515,C24538,2026-02-08,105.84,Pending
O011516,C32113,2026-02-11,327.41,Cancelled
O011517,C45768,2026-02-10,258.53,Pending
O011518,C03082,2026-02-08,427.75,Pending
O011519,C35614,2026-02-05,395.47,Cancelled
O011520,C31586,2026-02-12,471.2,Completed
O011521,C05525,2026-02-08,79.62,Completed
O011522,C16214,2026-02-10,349.7,Pending
O011523,C17903,2026-02-07,167.18,Cancelled
O011524,C45732,2026-02-09,92.39,Cancelled
O011525,C37889,2026-02-08,195.53,Pending
O011526,C43636,2026-02-09,196.92,Pending
O011527,C12063,2026-02-10,80.37,Cancelled
O011528,C17214,2026-02-08,325.46,Cancelled
O011529,C11121,2026-02-08,276.64,Pending
O011530,C10296,2026-02-09,454.16,Completed
O011531,C14215,2026-02-08,179.42,Completed
O011532,C38026,2026-02-12,359.02,Completed
O011533,C13259,2026-02-12,427.2,Cancelled
O011534,C19586,2026-02-07,188.83,Completed
O011535,C13432,2026-02-06,335.35,Completed
O011536,C21501,2026-02-07,382.2,Completed
O011537,C30201,2026-02-10,437.26,Completed
O011538,C08088,2026-02-12,302.91,Cancelled
O011539,C42034,2026-02-05,285.02,Cancelled
O011540,C06053,2026-02-07,107.21,Cancelled
O011541,C23793,2026-02-11,124.66,Cancelled
O011542,C03702,2026-02-08,253.36,Completed
O011543,C02339,2026-02-05,117.64,Completed
O011544,C49760,2026-02-05,178.15,Completed
O011545,C34972,2026-02-07,155.83,Completed
O011546,C24431,2026-02-11,407.7,Completed
O011547,C29731,2026-02-08,88.19,Cancelled
O011548,C24701,2026-02-11,121.39,Cancelled
O011549,C48682,2026-02-09,162.66,Pending
O011550,C31776,2026-02-11,339.01,Completed
O011551,C32313,2026-02-09,105.74,Cancelled
O011552,C37980,2026-02-05,470.52,Cancelled
O011553,C09593,2026-02-06,381.75,Pending
O011554,C17545,2026-02-06,108.75,Completed
O011555,C16586,2026-02-10,435.46,Completed
O011556,C40150,2026-02-11,398.93,Cancelled
O011557,C22544,2026-02-10,496.37,Completed
O011558,C15273,2026-02-06,112.25,Completed
O011559,C00808,2026-02-09,75.86,Pending
O011560,C35692,2026-02-08,93.76,Cancelled
O011561,C43620,2026-02-10,161.01,Pending
O011562,C30012,2026-02-08,294.68,Completed
O011563,C18022,2026-02-11,298.56,Cancelled
O011564,C11529,2026-02-11,499.67,Completed
O011565,C05711,2026-02-06,389.77,Pending
O011566,C27027,2026-02-05,86.48,Cancelled
O011567,C40947,2026-02-08,393.98,Pending
O011568,C23610,2026-02-08,352.32,Pending
O011569,C35820,2026-02-09,123.68,Completed
O011570,C06826,2026-02-10,349.36,Completed
O011571,C37145,2026-02-09,265.5,Pending
O011572,C42860,2026-02-07,124.18,Pending
O011573,C49471,2026-02-12,395.95,Pending
O011574,C27413,2026-02-09,429.76,Pending
O011575,C31823,2026-02-12,432.66,Pending
O011576,C36518,2026-02-07,83.71,Cancelled
O011577,C40530,2026-02-09,427.2,Pending
O011578,C46849,2026-02-10,464.9,Cancelled
O011579,C20434,2026-02-09,324.53,Cancelled
O011580,C37008,2026-02-09,148.79,Completed
O011581,C10171,2026-02-08,396.97,Pending
O011582,C16735,2026-02-10,319.92,Pending
O011583,C20061,2026-02-11,88.35,Completed
O011584,C41177,2026-02-06,152.07,Completed
O011585,C29626,2026-02-12,450.96,Cancelled
O011586,C00967,2026-02-10,151.42,Completed
O011587,C23273,2026-02-10,197.74,Completed
O011588,C06503,2026-02-06,362.86,Cancelled
O011589,C16388,2026-02-08,69.48,Cancelled
O011590,C04865,2026-02-08,238.35,Completed
O011591,C36778,2026-02-10,418.21,Pending
O011592,C27942,2026-02-09,407.78,Completed
O011593,C14243,2026-02-06,369.47,Completed
O011594,C17142,2026-02-09,249.52,Completed
O011595,C30428,2026-02-10,205.18,Cancelled
O011596,C35462,2026-02-11,141.64,Completed
O011597,C46328,2026-02-07,138.68,Cancelled
O011598,C29852,2026-02-08,390.29,Completed
O011599,C15575,2026-02-12,373.09,Cancelled
O011600,C20825,2026-02-08,388.52,Pending
O011601,C07986,2026-02-07,63.48,Completed
O011602,C42491,2026-02-11,372.33,Pending
O011603,C41105,2026-02-08,172.31,Pending
O011604,C11911,2026-02-06,104.13,Cancelled
O011605,C49624,2026-02-07,390.08,Cancelled
O011606,C08459,2026-02-06,232.95,Pending
O011607,C18501,2026-02-10,247.67,Pending
O011608,C00623,2026-02-10,175.78,Completed
O011609,C18248,2026-02-09,342.59,Completed
O011610,C47787,2026-02-08,429.82,Cancelled
O011611,C41587,2026-02-07,484.19,Completed
O011612,C29318,2026-02-07,92.17,Cancelled
O011613,C45750,2026-02-11,392.8,Pending
O011614,C34010,2026-02-12,261.13,Pending
O011615,C21998,2026-02-11,319.41,Pending
O011616,C01280,2026-02-07,245.56,Completed
O011617,C24647,2026-02-11,403.91,Pending
O011618,C33307,2026-02-08,218.18,Cancelled
O011619,C17962,2026-02-10,120.47,Completed
O011620,C11221,2026-02-10,354.94,Completed
O011621,C31221,2026-02-08,397.97,Cancelled
O011622,C36525,2026-02-06,457.99,Completed
O011623,C12731,2026-02-06,402.72,Cancelled
O011624,C34610,2026-02-11,413.2,Completed
O011625,C46633,2026-02-07,325.88,Pending
O011626,C04585,2026-02-09,147.57,Cancelled
O011627,C08859,2026-02-11,383.82,Completed
O011628,C27885,2026-02-09,242.95,Pending
O011629,C36638,2026-02-07,470.58,Completed
O011630,C37297,2026-02-06,164.96,Completed
O011631,C12372,2026-02-05,280.72,Cancelled
O011632,C06800,2026-02-12,456.17,Completed
O011633,C33268,2026-02-09,158.36,Completed
O011634,C03871,2026-02-09,290.3,Cancelled
O011635,C29646,2026-02-05,140.9,Cancelled
O011636,C03414,2026-02-11,429.15,Completed
O011637,C39147,2026-02-09,485.7,Completed
O011638,C06479,2026-02-07,351.15,Completed
O011639,C40100,2026-02-12,61.95,Completed
O011640,C21489,2026-02-11,229.87,Cancelled
O011641,C03141,2026-02-07,395.0,Cancelled
O011642,C35752,2026-02-09,330.14,Completed
O011643,C17302,2026-02-10,169.75,Cancelled
O011644,C49773,2026-02-07,61.9,Cancelled
O011645,C10173,2026-02-07,385.12,Completed
O011646,C49060,2026-02-12,451.61,Pending
O011647,C32044,2026-02-08,475.56,Completed
O011648,C22702,2026-02-09,391.86,Pending
O011649,C10213,2026-02-09,445.6,Pending
O011650,C45331,2026-02-08,72.42,Pending
O011651,C41370,2026-02-10,394.38,Cancelled
O011652,C29362,2026-02-10,114.77,Cancelled
O011653,C42043,2026-02-12,189.86,Completed
O011654,C23802,2026-02-11,222.62,Pending
O011655,C02801,2026-02-10,177.68,Pending
O011656,C16330,2026-02-10,139.07,Completed
O011657,C37243,2026-02-12,245.4,Cancelled
O011658,C34856,2026-02-06,497.63,Pending
O011659,C26361,2026-02-09,451.58,Cancelled
O011660,C18094,2026-02-10,235.0,Pending
O011661,C23155,2026-02-08,268.52,Cancelled
O011662,C33674,2026-02-06,371.32,Pending
O011663,C30488,2026-02-12,320.6,Pending
O011664,C13215,2026-02-09,252.76,Pending
O011665,C33408,2026-02-07,425.74,Completed
O011666,C28752,2026-02-09,133.15,Completed
O011667,C19874,2026-02-12,322.62,Completed
O011668,C35025,2026-02-11,498.6,Cancelled
O011669,C11261,2026-02-11,426.91,Cancelled
O011670,C15297,2026-02-08,358.8,Cancelled
O011671,C44182,2026-02-09,384.49,Pending
O011672,C16591,2026-02-11,317.11,Cancelled
O011673,C46669,2026-02-08,296.33,Pending
O011674,C34924,2026-02-09,59.19,Completed
O011675,C47619,2026-02-10,147.35,Completed
O011676,C28496,2026-02-10,351.22,Cancelled
O011677,C13144,2026-02-11,158.32,Pending
O011678,C16666,2026-02-07,228.24,Completed
O011679,C01615,2026-02-07,254.43,Completed
O011680,C10752,2026-02-10,71.96,Pending
O011681,C35308,2026-02-09,275.13,Pending
O011682,C07392,2026-02-06,425.48,Cancelled
O011683,C27693,2026-02-08,269.43,Pending
O011684,C16109,2026-02-12,184.33,Completed
O011685,C10092,2026-02-10,324.42,Completed
O011686,C10488,2026-02-07,118.33,Completed
O011687,C17795,2026-02-09,77.78,Cancelled
O011688,C04321,2026-02-07,352.84,Completed
O011689,C23423,2026-02-06,445.3,Pending
O011690,C37996,2026-02-09,124.11,Pending
O011691,C36730,2026-02-06,218.69,Completed
O011692,C00132,2026-02-12,229.19,Cancelled
O011693,C08638,2026-02-09,273.59,Cancelled
O011694,C11534,2026-02-10,422.61,Completed
O011695,C06300,2026-02-07,494.74,Completed
O011696,C19430,2026-02-11,375.97,Pending
O011697,C41312,2026-02-08,82.98,Cancelled
