CustomerID,Name,Segment,Region,Value
C06044,Customer 6044,Premium,Southwest,8530
C06045,Customer 6045,Standard,Southeast,837
C06046,Customer 6046,Standard,Midwest,1715
C06047,Customer 6047,Basic,Midwest,4755
C06048,Customer 6048,Premium,West,1835
C06049,Customer 6049,Basic,Midwest,3174
C06050,Customer 6050,Basic,West,6035
C06051,Customer 6051,Basic,Northeast,5704
C06052,Customer 6052,Premium,Southwest,6682
C06053,Customer 6053,Premium,West,8608
C06054,Customer 6054,Premium,West,2030
C06055,Customer 6055,Basic,Northeast,5548
C06056,Customer 6056,Basic,Southeast,9398
C06057,Customer 6057,Basic,Northeast,6630
C06058,Customer 6058,Basic,Midwest,7085
C06059,Customer 6059,Premium,Southeast,6247
C06060,Customer 6060,Basic,West,664
C06061,Customer 6061,Standard,Southeast,1293
C06062,Customer 6062,Basic,Southeast,4946
C06063,Customer 6063,Basic,West,6355
C06064,Customer 6064,Premium,Southeast,6586
C06065,Customer 6065,Basic,Northeast,9761
C06066,Customer 6066,Standard,Midwest,5285
C06067,Customer 6067,Standard,Southwest,1233
C06068,Customer 6068,Basic,West,2778
C06069,Customer 6069,Standard,Midwest,8200
C06070,Customer 6070,Premium,Midwest,2758
C06071,Customer 6071,Premium,Southeast,3276
C06072,Customer 6072,Standard,Southeast,1270
C06073,Customer 6073,Basic,Northeast,5607
C06074,Customer 6074,Standard,Midwest,8011
C06075,Customer 6075,Standard,Midwest,1867
C06076,Customer 6076,Basic,West,7380
C06077,Customer 6077,Standard,Midwest,1141
C06078,Customer 6078,Standard,Midwest,1873
C06079,Customer 6079,Standard,Southeast,3444
C06080,Customer 6080,Basic,Southwest,1490
C06081,Customer 6081,Premium,Northeast,9943
C06082,Customer 6082,Premium,Southeast,7449
C06083,Customer 6083,Basic,Southwest,9382
C06084,Customer 6084,Premium,Southwest,1836
C06085,Customer 6085,Basic,Southeast,1989
C06086,Customer 6086,Standard,Southwest,9389
C06087,Customer 6087,Basic,West,8788
C06088,Customer 6088,Basic,Northeast,9795
C06089,Customer 6089,Premium,Northeast,1078
C06090,Customer 6090,Premium,West,2369
C06091,Customer 6091,Standard,Southwest,3259
C06092,Customer 6092,Basic,Southeast,3012
C06093,Customer 6093,Basic,West,1127
C06094,Customer 6094,Premium,Southwest,1295
C06095,Customer 6095,Premium,West,7792
C06096,Customer 6096,Standard,Midwest,3184
C06097,Customer 6097,Premium,Southwest,6925
C06098,Customer 6098,Premium,Northeast,4597
C06099,Customer 6099,Basic,Midwest,6668
C06100,Customer 6100,Premium,Southeast,6493
C06101,Customer 6101,Basic,Northeast,599
C06102,Customer 6102,Standard,Northeast,3779
C06103,Customer 6103,Basic,Midwest,9685
C06104,Customer 6104,Basic,Southeast,5126
C06105,Customer 6105,Standard,Midwest,4206
C06106,Customer 6106,Basic,Northeast,4994
C06107,Customer 6107,Standard,Southwest,1946
C06108,Customer 6108,Basic,Midwest,9301
C06109,Customer 6109,Premium,Southwest,5587
C06110,Customer 6110,Basic,Southeast,2388
C06111,Customer 6111,Standard,Southwest,6780
C06112,Customer 6112,Premium,Midwest,1283
C06113,Customer 6113,Basic,Southwest,4773
C06114,Customer 6114,Premium,Southwest,9280
C06115,Customer 6115,Basic,West,4517
C06116,Customer 6116,Premium,Southeast,1571
C06117,Customer 6117,Basic,Midwest,1262
C06118,Customer 6118,Basic,Midwest,7930
C06119,Customer 6119,Standard,Southeast,6540
C06120,Customer 6120,Standard,Southwest,6732
C06121,Customer 6121,Basic,Southeast,6006
C06122,Customer 6122,Basic,West,1057
C06123,Customer 6123,Standard,Southwest,3809
C06124,Customer 6124,Basic,Southeast,2929
C06125,Customer 6125,Standard,Southeast,2224
C06126,Customer 6126,Premium,West,5064
C06127,Customer 6127,Premium,Southwest,631
C06128,Customer 6128,Basic,West,3709
C06129,Customer 6129,Standard,West,3197
C06130,Customer 6130,Basic,West,8697
C06131,Customer 6131,Basic,Midwest,5483
C06132,Customer 6132,Premium,West,2247
C06133,Customer 6133,Basic,West,6565
C06134,Customer 6134,Standard,Southeast,7544
C06135,Customer 6135,Standard,Southeast,8377
C06136,Customer 6136,Basic,Midwest,8831
C06137,Customer 6137,Basic,Southeast,5974
C06138,Customer 6138,Standard,Northeast,1539
C06139,Customer 6139,Basic,Southwest,8221
C06140,Customer 6140,Premium,Midwest,4727
C06141,Customer 6141,Standard,Midwest,1082
C06142,Customer 6142,Basic,Northeast,5635
C06143,Customer 6143,Premium,Southeast,5412
C06144,Customer 6144,Premium,Northeast,1955
C06145,Customer 6145,Premium,Southwest,9603
C06146,Customer 6146,Basic,West,1738
C06147,Customer 6147,Premium,Northeast,8386
C06148,Customer 6148,Standard,Midwest,3697
C06149,Customer 6149,Basic,Southeast,4339
C06150,Customer 6150,Premium,West,1834
C06151,Customer 6151,Premium,Southeast,7884
C06152,Customer 6152,Premium,Southeast,6272
C06153,Customer 6153,Standard,Northeast,6206
C06154,Customer 6154,Premium,Northeast,3442
C06155,Customer 6155,Basic,Northeast,625
C06156,Customer 6156,Basic,Northeast,5146
C06157,Customer 6157,Premium,Southwest,7948
C06158,Customer 6158,Basic,Southeast,8386
C06159,Customer 6159,Premium,Southwest,1303
C06160,Customer 6160,Basic,West,2120
C06161,Customer 6161,Basic,Southeast,2326
C06162,Customer 6162,Premium,West,8526
C06163,Customer 6163,Basic,Southeast,1729
C06164,Customer 6164,Premium,Southwest,3116
C06165,Customer 6165,Basic,West,6167
C06166,Customer 6166,Basic,Northeast,9923
C06167,Customer 6167,Basic,Midwest,9040
C06168,Customer 6168,Standard,Midwest,2601
C06169,Customer 6169,Premium,Midwest,6356
C06170,Customer 6170,Basic,Northeast,5283
C06171,Customer 6171,Basic,Southwest,2003
C06172,Customer 6172,Basic,West,9031
C06173,Customer 6173,Basic,Northeast,3737
C06174,Customer 6174,Standard,West,4876
C06175,Customer 6175,Premium,Midwest,2398
C06176,Customer 6176,Standard,Southwest,1670
C06177,Customer 6177,Standard,Southeast,6221
C06178,Customer 6178,Premium,Midwest,1526
C06179,Customer 6179,Premium,Northeast,7463
C06180,Customer 6180,Premium,West,1297
C06181,Customer 6181,Premium,Northeast,8276
C06182,Customer 6182,Standard,Southeast,1155
C06183,Customer 6183,Basic,Southwest,5318
C06184,Customer 6184,Standard,Southeast,4937
C06185,Customer 6185,Basic,Northeast,4740
C06186,Customer 6186,Basic,Northeast,718
C06187,Customer 6187,Standard,Northeast,3683
C06188,Customer 6188,Basic,Southeast,1312
C06189,Customer 6189,Standard,Northeast,9896
C06190,Customer 6190,Premium,Southwest,2030
C06191,Customer 6191,Basic,Northeast,5134
C06192,Customer 6192,Basic,Southeast,5890
C06193,Customer 6193,Basic,Southwest,1622
C06194,Customer 6194,Basic,West,4027
C06195,Customer 6195,Basic,West,2700
C06196,Customer 6196,Standard,Midwest,6817
C06197,Customer 6197,Basic,Northeast,634
C06198,Customer 6198,Standard,Northeast,9085
C06199,Customer 6199,Premium,Northeast,1070
C06200,Customer 6200,Premium,West,4507
C06201,Customer 6201,Standard,Southwest,3691
C06202,Customer 6202,Premium,West,1863
C06203,Customer 6203,Basic,Northeast,7771
C06204,Customer 6204,Basic,Southeast,9906
C06205,Customer 6205,Standard,Southwest,9234
C06206,Customer 6206,Standard,Northeast,7206
C06207,Customer 6207,Basic,Midwest,8732
C06208,Customer 6208,Standard,Midwest,4227
C06209,Customer 6209,Premium,Southwest,8237
C06210,Customer 6210,Premium,Northeast,3202
C06211,Customer 6211,Standard,Midwest,9810
C06212,Customer 6212,Standard,Southeast,6009
C06213,Customer 6213,Basic,Southwest,7804
C06214,Customer 6214,Premium,Southeast,1883
C06215,Customer 6215,Premium,Southwest,7030
C06216,Customer 6216,Standard,Northeast,6401
C06217,Customer 6217,Premium,Midwest,3245
C06218,Customer 6218,Standard,Southeast,3231
C06219,Customer 6219,Standard,Midwest,4033
C06220,Customer 6220,Premium,Southeast,6359
C06221,Customer 6221,Standard,Northeast,9900
C06222,Customer 6222,Standard,Midwest,7440
C06223,Customer 6223,Premium,Northeast,5220
C06224,Customer 6224,Standard,Southeast,4573
C06225,Customer 6225,Basic,Northeast,9123
C06226,Customer 6226,Premium,West,4591
C06227,Customer 6227,Premium,Southwest,1619
C06228,Customer 6228,Premium,West,2708
C06229,Customer 6229,Standard,West,8137
C06230,Customer 6230,Premium,Northeast,8695
C06231,Customer 6231,Premium,West,4244
C06232,Customer 6232,Basic,Northeast,5523
C06233,Customer 6233,Basic,Midwest,1515
C06234,Customer 6234,Basic,West,9686
C06235,Customer 6235,Standard,Southeast,9797
C06236,Customer 6236,Basic,Northeast,5163
C06237,Customer 6237,Premium,Midwest,3042
C06238,Customer 6238,Premium,Southeast,6328
C06239,Customer 6239,Basic,Southwest,9969
C06240,Customer 6240,Basic,Northeast,4276
C06241,Customer 6241,Premium,Southeast,1788
C06242,Customer 6242,Standard,West,5882
C06243,Customer 6243,Basic,Southwest,1982
C06244,Customer 6244,Standard,Southeast,1793
C06245,Customer 6245,Premium,Midwest,547
C06246,Customer 6246,Standard,West,2462
C06247,Customer 6247,Premium,Southeast,9268
C06248,Customer 6248,Premium,Southeast,5683
C06249,Customer 6249,Basic,Southeast,4078
C06250,Customer 6250,Standard,West,5415
C06251,Customer 6251,Basic,West,6607
C06252,Customer 6252,Basic,Northeast,6229
C06253,Customer 6253,Standard,West,9435
C06254,Customer 6254,Premium,Southeast,8727
C06255,Customer 6255,Premium,West,9119
C06256,Customer 6256,Premium,Northeast,7819
C06257,Customer 6257,Basic,West,3740
C06258,Customer 6258,Premium,Southeast,5820
C06259,Customer 6259,Basic,Midwest,7255
C06260,Customer 6260,Basic,Northeast,1655
C06261,Customer 6261,Premium,Midwest,6537
C06262,Customer 6262,Standard,West,5078
C06263,Customer 6263,Standard,Northeast,5394
C06264,Customer 6264,Basic,Southeast,9833
C06265,Customer 6265,Basic,Midwest,4687
C06266,Customer 6266,Premium,Southwest,8215
C06267,Customer 6267,Standard,Midwest,4888
C06268,Customer 6268,Premium,Midwest,878
C06269,Customer 6269,Premium,Southwest,5580
C06270,Customer 6270,Standard,West,5473
C06271,Customer 6271,Standard,Midwest,7571
C06272,Customer 6272,Premium,Southwest,8118
C06273,Customer 6273,Premium,Southeast,7554
C06274,Customer 6274,Standard,Midwest,1348
C06275,Customer 6275,Premium,Southwest,3992
C06276,Customer 6276,Premium,Midwest,8598
C06277,Customer 6277,Basic,Southwest,807
C06278,Customer 6278,Standard,West,7129
C06279,Customer 6279,Standard,West,6908
C06280,Customer 6280,Premium,Southeast,4034
C06281,Customer 6281,Premium,West,7012
C06282,Customer 6282,Basic,Northeast,7876
C06283,Customer 6283,Basic,Midwest,3378
C06284,Customer 6284,Premium,Southeast,7927
C06285,Customer 6285,Basic,Southwest,9201
C06286,Customer 6286,Premium,West,2481
C06287,Customer 6287,Standard,Midwest,9321
C06288,Customer 6288,Basic,Southwest,986
C06289,Customer 6289,Basic,Northeast,2077
C06290,Customer 6290,Basic,Southeast,6379
C06291,Customer 6291,Standard,Midwest,8818
C06292,Customer 6292,Basic,Midwest,678
C06293,Customer 6293,Premium,Southeast,8299
C06294,Customer 6294,Basic,Midwest,5120
C06295,Customer 6295,Basic,Northeast,5643
C06296,Customer 6296,Standard,Northeast,1904
C06297,Customer 6297,Standard,West,4079
C06298,Customer 6298,Premium,Southwest,9347
C06299,Customer 6299,Standard,Northeast,2117
C06300,Customer 6300,Basic,Southwest,7181
C06301,Customer 6301,Premium,West,2972
C06302,Customer 6302,Premium,Southwest,4952
C06303,Customer 6303,Premium,Southwest,2683
C06304,Customer 6304,Premium,Northeast,1890
C06305,Customer 6305,Premium,Southeast,9140
C06306,Customer 6306,Basic,Southwest,9187
C06307,Customer 6307,Premium,Northeast,4540
C06308,Customer 6308,Basic,West,6014
C06309,Customer 6309,Basic,Northeast,4902
C06310,Customer 6310,Premium,Southeast,6013
C06311,Customer 6311,Premium,Midwest,2622
C06312,Customer 6312,Premium,Southeast,3060
C06313,Customer 6313,Premium,West,8837
C06314,Customer 6314,Standard,Southwest,3158
C06315,Customer 6315,Standard,Midwest,7652
C06316,Customer 6316,Premium,Southeast,3579
C06317,Customer 6317,Standard,Northeast,3251
C06318,Customer 6318,Basic,West,3451
C06319,Customer 6319,Standard,Northeast,2184
C06320,Customer 6320,Basic,West,6150
C06321,Customer 6321,Basic,Southwest,3989
C06322,Customer 6322,Premium,Southwest,8131
C06323,Customer 6323,Standard,Southeast,1697
C06324,Customer 6324,Basic,Southwest,921
C06325,Customer 6325,Standard,Southwest,8487
C06326,Customer 6326,Basic,Southwest,8116
C06327,Customer 6327,Basic,Southeast,9805
C06328,Customer 6328,Standard,Midwest,1982
C06329,Customer 6329,Premium,Northeast,4771
C06330,Customer 6330,Premium,Southeast,4139
C06331,Customer 6331,Standard,Northeast,4341
C06332,Customer 6332,Premium,Southeast,9218
C06333,Customer 6333,Premium,West,5982
C06334,Customer 6334,Premium,Midwest,2327
C06335,Customer 6335,Premium,Northeast,8557
C06336,Customer 6336,Premium,Southwest,4790
C06337,Customer 6337,Premium,Southwest,7523
C06338,Customer 6338,Premium,Midwest,1695
C06339,Customer 6339,Premium,Southwest,9185
C06340,Customer 6340,Basic,Northeast,4910
C06341,Customer 6341,Premium,Southeast,2558
C06342,Customer 6342,Premium,Southeast,2221
C06343,Customer 6343,Premium,West,735
C06344,Customer 6344,Basic,West,3740
C06345,Customer 6345,Basic,Southwest,1664
C06346,Customer 6346,Premium,Southeast,9708
C06347,Customer 6347,Basic,Northeast,8583
C06348,Customer 6348,Standard,West,4842
C06349,Customer 6349,Premium,Southwest,7861
C06350,Customer 6350,Basic,Southeast,5443
C06351,Customer 6351,Basic,West,1002
C06352,Customer 6352,Premium,Southeast,4778
C06353,Customer 6353,Basic,Southwest,3756
C06354,Customer 6354,Basic,Midwest,2359
C06355,Customer 6355,Basic,Southeast,3342
C06356,Customer 6356,Premium,Southwest,6599
C06357,Customer 6357,Premium,Midwest,8968
C06358,Customer 6358,Basic,Southwest,855
C06359,Customer 6359,Premium,West,9941
C06360,Customer 6360,Basic,West,4023
C06361,Customer 6361,Basic,Northeast,1744
C06362,Customer 6362,Basic,Southwest,1458
C06363,Customer 6363,Standard,Northeast,3742
C06364,Customer 6364,Standard,Southeast,2937
C06365,Customer 6365,Premium,Southeast,9598
C06366,Customer 6366,Premium,Southeast,3110
C06367,Customer 6367,Standard,Southeast,4682
C06368,Customer 6368,Premium,Southeast,6198
C06369,Customer 6369,Standard,West,3845
C06370,Customer 6370,Standard,West,2245
C06371,Customer 6371,Standard,Midwest,767
C06372,Customer 6372,Standard,Southeast,3657
C06373,Customer 6373,Premium,Southeast,1661
C06374,Customer 6374,Standard,Southwest,1319
C06375,Customer 6375,Basic,Southwest,2895
C06376,Customer 6376,Premium,Southeast,7593
C06377,Customer 6377,Standard,Southwest,4531
C06378,Customer 6378,Premium,Northeast,1858
C06379,Customer 6379,Standard,West,7403
C06380,Customer 6380,Basic,Southeast,6046
C06381,Customer 6381,Premium,Northeast,1110
C06382,Customer 6382,Premium,Southwest,1293
C06383,Customer 6383,Premium,West,875
C06384,Customer 6384,Premium,Midwest,7247
C06385,Customer 6385,Standard,Northeast,4226
C06386,Customer 6386,Basic,Southeast,3122
C06387,Customer 6387,Basic,Northeast,982
C06388,Customer 6388,Basic,West,4081
C06389,Customer 6389,Standard,Northeast,1225
C06390,Customer 6390,Premium,Southeast,9376
C06391,Customer 6391,Standard,West,9991
C06392,Customer 6392,Premium,Southwest,6586
C06393,Customer 6393,Basic,Midwest,3687
C06394,Customer 6394,Premium,Southwest,8173
C06395,Customer 6395,Standard,Southwest,5477
C06396,Customer 6396,Basic,Midwest,4316
C06397,Customer 6397,Premium,West,8090
C06398,Customer 6398,Basic,Southwest,3149
C06399,Customer 6399,Standard,West,9812
C06400,Customer 6400,Standard,Southeast,8923
C06401,Customer 6401,Standard,West,6171
C06402,Customer 6402,Standard,Midwest,8539
C06403,Customer 6403,Premium,Midwest,594
C06404,Customer 6404,Premium,Southeast,8832
C06405,Customer 6405,Premium,Midwest,5534
C06406,Customer 6406,Standard,Southwest,516
C06407,Customer 6407,Basic,Midwest,6069
C06408,Customer 6408,Standard,Southwest,4321
C06409,Customer 6409,Premium,West,5966
C06410,Customer 6410,Premium,Southwest,9539
C06411,Customer 6411,Basic,Northeast,6506
C06412,Customer 6412,Premium,Northeast,3790
C06413,Customer 6413,Premium,Southeast,2923
C06414,Customer 6414,Premium,West,846
C06415,Customer 6415,Premium,Midwest,1349
C06416,Customer 6416,Standard,Northeast,6881
C06417,Customer 6417,Standard,Southwest,1355
C06418,Customer 6418,Premium,Northeast,1226
C06419,Customer 6419,Basic,Southwest,5561
C06420,Customer 6420,Premium,Southwest,6365
C06421,Customer 6421,Standard,Northeast,5365
C06422,Customer 6422,Standard,Southwest,5727
C06423,Customer 6423,Basic,West,6607
C06424,Customer 6424,Standard,West,7317
C06425,Customer 6425,Standard,West,2473
C06426,Customer 6426,Standard,West,8081
C06427,Customer 6427,Standard,Northeast,3983
C06428,Customer 6428,Basic,Southeast,3565
C06429,Customer 6429,Standard,Midwest,8843
C06430,Customer 6430,Premium,Southwest,3208
C06431,Customer 6431,Basic,Northeast,7078
C06432,Customer 6432,Premium,Midwest,7379
C06433,Customer 6433,Standard,Southwest,5266
C06434,Customer 6434,Basic,Midwest,7816
C06435,Customer 6435,Basic,West,664
C06436,Customer 6436,Premium,Northeast,9429
C06437,Customer 6437,Standard,Midwest,7597
C06438,Customer 6438,Standard,Southwest,6635
C06439,Customer 6439,Premium,West,9193
C06440,Customer 6440,Premium,Southwest,1681
C06441,Customer 6441,Premium,Northeast,3701
C06442,Customer 6442,Basic,Midwest,4790
C06443,Customer 6443,Standard,Northeast,1930
C06444,Customer 6444,Premium,Midwest,9066
C06445,Customer 6445,Premium,Southeast,1871
C06446,Customer 6446,Standard,Southeast,8027
C06447,Customer 6447,Standard,Northeast,1678
C06448,Customer 6448,Premium,Northeast,4889
C06449,Customer 6449,Premium,Midwest,2856
C06450,Customer 6450,Basic,Midwest,5275
C06451,Customer 6451,Standard,Northeast,5529
C06452,Customer 6452,Standard,Northeast,2817
C06453,Customer 6453,Basic,West,4310
C06454,Customer 6454,Standard,Southeast,6939
C06455,Customer 6455,Basic,Midwest,9895
C06456,Customer 6456,Standard,Midwest,6751
C06457,Customer 6457,Premium,West,5794
C06458,Customer 6458,Standard,Southwest,7990
C06459,Customer 6459,Premium,Southwest,7176
C06460,Customer 6460,Standard,Southeast,3603
C06461,Customer 6461,Standard,Southeast,8415
C06462,Customer 6462,Basic,Southeast,5188
C06463,Customer 6463,Premium,Northeast,4388
C06464,Customer 6464,Standard,Southeast,8592
C06465,Customer 6465,Basic,Southeast,8684
C06466,Customer 6466,Standard,West,2605
C06467,Customer 6467,Standard,Southeast,9545
C06468,Customer 6468,Premium,Southeast,3000
C06469,Customer 6469,Basic,Southwest,4033
C06470,Customer 6470,Standard,West,7431
C06471,Customer 6471,Basic,Southwest,6283
C06472,Customer 6472,Basic,Northeast,4343
C06473,Customer 6473,Premium,Southeast,8916
C06474,Customer 6474,Premium,West,6453
C06475,Customer 6475,Basic,Midwest,4741
C06476,Customer 6476,Standard,Southeast,4142
C06477,Customer 6477,Premium,Midwest,7945
C06478,Customer 6478,Basic,Southwest,6816
C06479,Customer 6479,Basic,Southeast,864
C06480,Customer 6480,Basic,West,7806
C06481,Customer 6481,Premium,Midwest,8204
C06482,Customer 6482,Premium,Midwest,9383
C06483,Customer 6483,Premium,Southwest,3303
C06484,Customer 6484,Premium,Southeast,9709
C06485,Customer 6485,Standard,Midwest,7691
C06486,Customer 6486,Premium,Northeast,7828
C06487,Customer 6487,Basic,Midwest,5990
C06488,Customer 6488,Premium,Midwest,1003
C06489,Customer 6489,Basic,Midwest,7747
C06490,Customer 6490,Standard,Southwest,3814
C06491,Customer 6491,Premium,Midwest,6341
C06492,Customer 6492,Standard,Southeast,3713
C06493,Customer 6493,Standard,Southwest,9243
C06494,Customer 6494,Basic,Southwest,585
C06495,Customer 6495,Basic,Northeast,7143
C06496,Customer 6496,Premium,Southeast,3397
C06497,Customer 6497,Premium,Southeast,6681
C06498,Customer 6498,Standard,Southeast,5328
C06499,Customer 6499,Basic,Southeast,6772
C06500,Customer 6500,Premium,West,8100
C06501,Customer 6501,Basic,Southeast,8009
C06502,Customer 6502,Standard,West,3446
C06503,Customer 6503,Standard,West,2545
C06504,Customer 6504,Standard,Midwest,6104
C06505,Customer 6505,Standard,Midwest,1605
C06506,Customer 6506,Premium,Southwest,3796
C06507,Customer 6507,Premium,Northeast,4119
C06508,Customer 6508,Basic,West,5996
C06509,Customer 6509,Standard,Southwest,8924
C06510,Customer 6510,Premium,Midwest,5115
C06511,Customer 6511,Basic,West,5055
C06512,Customer 6512,Basic,Midwest,5074
C06513,Customer 6513,Standard,West,5759
C06514,Customer 6514,Premium,Southeast,3169
C06515,Customer 6515,Basic,Southwest,2503
C06516,Customer 6516,Basic,West,2917
C06517,Customer 6517,Basic,West,7216
C06518,Customer 6518,Basic,Southeast,7366
C06519,Customer 6519,Basic,Midwest,7196
C06520,Customer 6520,Premium,Northeast,2749
C06521,Customer 6521,Basic,Northeast,1222
C06522,Customer 6522,Basic,West,9179
C06523,Customer 6523,Premium,Southeast,2655
C06524,Customer 6524,Basic,Midwest,5481
C06525,Customer 6525,Standard,Southwest,3869
C06526,Customer 6526,Premium,Southwest,680
C06527,Customer 6527,Standard,Southeast,9096
C06528,Customer 6528,Standard,Midwest,7571
C06529,Customer 6529,Standard,Midwest,7457
C06530,Customer 6530,Premium,Southeast,3929
C06531,Customer 6531,Basic,Northeast,8788
C06532,Customer 6532,Basic,Northeast,1278
C06533,Customer 6533,Premium,Southwest,2313
C06534,Customer 6534,Standard,Northeast,6383
C06535,Customer 6535,Basic,Southwest,3518
C06536,Customer 6536,Basic,Midwest,9856
C06537,Customer 6537,Premium,Northeast,3943
C06538,Customer 6538,Premium,Southeast,9374
C06539,Customer 6539,Standard,West,7860
C06540,Customer 6540,Premium,Southwest,3452
C06541,Customer 6541,Premium,Northeast,4136
C06542,Customer 6542,Standard,Southeast,737
C06543,Customer 6543,Premium,Northeast,7313
C06544,Customer 6544,Basic,West,1274
C06545,Customer 6545,Basic,Midwest,6972
C06546,Customer 6546,Premium,Southwest,7271
C06547,Customer 6547,Basic,Northeast,9507
C06548,Customer 6548,Basic,Midwest,7563
C06549,Customer 6549,Standard,Southwest,1149
C06550,Customer 6550,Basic,Southwest,7708
C06551,Customer 6551,Premium,Northeast,5174
C06552,Customer 6552,Basic,Midwest,6413
C06553,Customer 6553,Basic,Midwest,8185
C06554,Customer 6554,Standard,Southeast,2659
C06555,Customer 6555,Premium,West,1857
C06556,Customer 6556,Premium,Northeast,2621
C06557,Customer 6557,Standard,Southeast,3496
C06558,Customer 6558,Standard,Southwest,1184
C06559,Customer 6559,Standard,Northeast,9998
C06560,Customer 6560,Standard,Midwest,6453
C06561,Customer 6561,Premium,Southeast,7580
C06562,Customer 6562,Premium,West,6524
C06563,Customer 6563,Premium,Northeast,5944
C06564,Customer 6564,Basic,Southeast,8813
C06565,Customer 6565,Premium,Midwest,9169
C06566,Customer 6566,Basic,West,7678
C06567,Customer 6567,Premium,Southwest,5513
C06568,Customer 6568,Basic,Midwest,1440
C06569,Customer 6569,Standard,Southwest,8928
C06570,Customer 6570,Standard,Southeast,3868
C06571,Customer 6571,Premium,Southwest,9508
C06572,Customer 6572,Standard,Southwest,2107
C06573,Customer 6573,Basic,West,7446
C06574,Customer 6574,Basic,Midwest,5310
C06575,Customer 6575,Basic,West,9042
C06576,Customer 6576,Premium,Southwest,2801
C06577,Customer 6577,Premium,Southeast,7140
C06578,Customer 6578,Basic,Southwest,1012
C06579,Customer 6579,Basic,Southwest,6928
C06580,Customer 6580,Standard,Northeast,5462
C06581,Customer 6581,Standard,West,6093
C06582,Customer 6582,Premium,Northeast,2981
C06583,Customer 6583,Premium,Southwest,3459
C06584,Customer 6584,Basic,Southwest,7916
C06585,Customer 6585,Premium,Midwest,8788
C06586,Customer 6586,Premium,Southeast,9364
C06587,Customer 6587,Premium,Southwest,3035
C06588,Customer 6588,Basic,West,5466
C06589,Customer 6589,Standard,Southeast,3043
C06590,Customer 6590,Standard,Northeast,8433
C06591,Customer 6591,Standard,Midwest,2399
C06592,Customer 6592,Premium,Northeast,7386
C06593,Customer 6593,Basic,Northeast,1128
C06594,Customer 6594,Premium,West,7425
C06595,Customer 6595,Basic,Northeast,2422
C06596,Customer 6596,Premium,Midwest,4897
C06597,Customer 6597,Premium,Southwest,3437
C06598,Customer 6598,Basic,Southeast,1188
C06599,Customer 6599,Standard,Southwest,6864
C06600,Customer 6600,Basic,Southeast,5009
C06601,Customer 6601,Basic,Midwest,1188
C06602,Customer 6602,Standard,Midwest,8218
C06603,Customer 6603,Premium,Northeast,3237
C06604,Customer 6604,Standard,Southwest,1940
C06605,Customer 6605,Standard,Southwest,4906
C06606,Customer 6606,Basic,Northeast,5150
C06607,Customer 6607,Standard,Southwest,4369
C06608,Customer 6608,Premium,West,4797
C06609,Customer 6609,Basic,West,7496
C06610,Customer 6610,Standard,West,7601
C06611,Customer 6611,Basic,West,1319
C06612,Customer 6612,Standard,Northeast,5783
C06613,Customer 6613,Standard,West,683
C06614,Customer 6614,Basic,Southeast,7352
C06615,Customer 6615,Basic,Southwest,8251
C06616,Customer 6616,Standard,Northeast,7610
C06617,Customer 6617,Standard,Southwest,9828
C06618,Customer 6618,Standard,Midwest,8528
C06619,Customer 6619,Basic,Southeast,8496
C06620,Customer 6620,Basic,Southwest,9944
C06621,Customer 6621,Premium,West,9530
C06622,Customer 6622,Standard,Southwest,1697
C06623,Customer 6623,Basic,West,3087
C06624,Customer 6624,Basic,Southwest,2228
C06625,Customer 6625,Basic,Midwest,9578
C06626,Customer 6626,Standard,Southeast,8338
C06627,Customer 6627,Standard,Midwest,5141
C06628,Customer 6628,Premium,Midwest,8703
C06629,Customer 6629,Premium,Midwest,6471
C06630,Customer 6630,Premium,Southeast,9775
C06631,Customer 6631,Premium,Northeast,1575
C06632,Customer 6632,Basic,West,3517
C06633,Customer 6633,Basic,Southwest,2911
C06634,Customer 6634,Standard,Midwest,1875
C06635,Customer 6635,Basic,Northeast,9362
C06636,Customer 6636,Standard,West,7010
C06637,Customer 6637,Standard,Northeast,8512
C06638,Customer 6638,Premium,Southeast,6958
C06639,Customer 6639,Basic,Southwest,2778
C06640,Customer 6640,Basic,Northeast,8343
C06641,Customer 6641,Standard,Southeast,2204
C06642,Customer 6642,Standard,Southwest,8817
C06643,Customer 6643,Basic,West,4954
C06644,Customer 6644,Standard,West,7450
C06645,Customer 6645,Basic,West,7384
C06646,Customer 6646,Standard,Southwest,864
C06647,Customer 6647,Standard,West,8744
C06648,Customer 6648,Premium,Midwest,948
C06649,Customer 6649,Basic,West,809
C06650,Customer 6650,Standard,Midwest,6846
C06651,Customer 6651,Basic,Southwest,2902
C06652,Customer 6652,Basic,Southeast,1620
C06653,Customer 6653,Premium,West,907
C06654,Customer 6654,Premium,Southeast,3893
C06655,Customer 6655,Standard,Northeast,5522
C06656,Customer 6656,Standard,West,9052
C06657,Customer 6657,Basic,Southeast,8876
C06658,Customer 6658,Standard,Southwest,685
C06659,Customer 6659,Standard,Southeast,761
C06660,Customer 6660,Premium,Southeast,4985
C06661,Customer 6661,Premium,West,1376
C06662,Customer 6662,Premium,Northeast,964
C06663,Customer 6663,Standard,West,3199
C06664,Customer 6664,Premium,Southeast,3496
C06665,Customer 6665,Standard,Northeast,3043
C06666,Customer 6666,Standard,Southeast,3957
C06667,Customer 6667,Basic,Northeast,8616
C06668,Customer 6668,Basic,Midwest,4214
